positive,  "@VirginAmerica, the only airline based in Silicon Valley! #disruption #FCmostinnovative #incubator  @FastCompany's http://t.co/wU3LbCNcr9"
positive,  "@VirginAmerica I’m looking forward to watching the Oscars on my flight home tomorrow. I might even get something bubbly to drink! "
positive,  "@VirginAmerica sounds like fun !"
positive,  "@VirginAmerica classiq, luv Virgin America. Greetingz"
positive,  "@VirginAmerica thanks for gate checking my baggage on your full flight dfw-lax 883 and giving me early boarding too #sweet"
positive,  "@VirginAmerica I see what you did there "
positive,  "@VirginAmerica your inflight team makes the experience #amazing!"
positive,  "@VirginAmerica cutest salt and pepper shaker ever. Just when I think you guys can't get any better you just do! http://t.co/vC6Keulg2J"
positive,  "@VirginAmerica fav airline"
positive,  "@VirginAmerica would love to do more for virgin just like I do for @GoPro"
positive,  "@VirginAmerica Hi! Just wanted to see if you have any new routes planned this year for Newark. Love flying you guys and hope to do so more!"
positive,  ".@VirginAmerica They were very understanding and helped me out.  Thx! #Comps"
positive,  "@VirginAmerica How about some free drinks on the flight back for the free promo?"
positive,  "@VirginAmerica @SSal thanks!"
positive,  "@VirginAmerica Thanks!"
positive,  "@VirginAmerica thanks for taking care of @SuuperG on her flight!! #rockstars #travel"
positive,  "@VirginAmerica Thanks for the lovely soft views! #travel #SAN to #SFO http://t.co/CnctL7G1ef"
positive,  "@VirginAmerica I adore you, and am so looking forward to my flight to Austin in two weeks."
positive,  "@VirginAmerica first time flying Virgin, went to #SanFrancisco .Thanks for the smooth ride. Easily my new fav airline!"
positive,  "@VirginAmerica just promoting the product is all, had a problem with southwest and recommend noneother than the best! http://t.co/tFaNXBh1Cf"
positive,  "@VirginAmerica love you guys, but pls get some direct routes LAS to AUS!"
positive,  "@VirginAmerica got it squared away. Someone picked up as soon as I tweeted. Should have tweeted sooner. ;-)"
positive,  "@VirginAmerica Just bought tix for ATX - Dallas route - thanks for adding that! Love yr airline "
positive,  "@VirginAmerica thank you"
positive,  "@VirginAmerica good to be home #texas #moodlighting http://t.co/N3BVZTY3zI"
positive,  "@VirginAmerica this is too cool!  Never been on ur planes but now I will!!"
positive,  "@VirginAmerica great. Well deserved."
positive,  "@VirginAmerica got it. All set - Thanks!"
positive,  "@VirginAmerica Giants and Virgin America. A match made in heaven."
positive,  "@VirginAmerica I luv ur people and product! 1 thing is y do u charge for herbal tea but not black tea? I'm not a caffeine drinker"
positive,  "@VirginAmerica thank you! See y'all soon! I'm excited to see the expansion of destinations. Spread those wings!"
positive,  "@VirginAmerica has the most INCREDIBLE customer service I've ever experienced! So refreshing!"
positive,  "@VirginAmerica , am I dreaming? Did you really just open up a route between Dallas and Austin?! And does this mean Houston might be next?"
positive,  "@VirginAmerica #thankyou the DAL-AUS route makes my day!!!!"
positive,  "@virginamerica awesome deals DAL-AUS for only $39 each way! https://t.co/xCVQXYkg49"
positive,  "@VirginAmerica Congrats VX on the new route!"
positive,  "@VirginAmerica I am all about the in flight artisanal cheese and wine pairing."
positive,  "@VirginAmerica That's classy."
positive,  "@VirginAmerica I'm sure a lot of your 747 and 777 JFK-LHR flights go a lot faster than 513mph with a strong tailwind."
positive,  "@VirginAmerica now it's just t-minus 32 minutes until my Elevate a Silver upgrade window opens . #FreeNeverSucks :D  :) "
positive,  "@VirginAmerica @JezzieGoldz would have been a rough trip but LUCKILY we were on a #virginamerica flight. #weather"
positive,  "@VirginAmerica another perfect flight.   How come on your planes,  the sun visors can stay down?  Other carriers make you raise them?"
positive,  "@VirginAmerica I love the dancing little richard. cool beans."
positive,  "@VirginAmerica thanks for the free birthday points! y'all are ALL RIGHT with me!"
positive,  "@VirginAmerica Dad on Segway is the best part of this whole infographic!"
positive,  "@VirginAmerica Are there any plans for a short haul airline in Europe? Would defiantly fly with you guys  :) "
positive,  "@VirginAmerica wifi AND better seating."
positive,  "@VirginAmerica really wish you'd fly out of #Fargo @fargoairport those fares are amazings"
positive,  "@united thanks"
positive,  "@united thanks -- we filled it out. How's our luck with this? Is it common?"
positive,  "@united thanks"
positive,  "@united Thanks. It is on the same ticket."
positive,  "@united follow me please this airline is beautifull  <3 "
positive,  "@united - thanks for your help...got me what I need, but its an issue with @_austrian . I guess I sit awhile longer."
positive,  "@united Airport snow removal method #22..."
positive,  "@united Thank you for that. Am I able to claim any interim expenses or is the cost of the stuff up on me?"
positive,  "@united I flew United last month and the experience was AWESOME!"
positive,  "@united 441, which also had 1 working WC in coach. Good thing this bird landed ahead of schedule. I have to use the WC stat."
positive,  "@united for the record- Rozana at Newark was lovely and helpful. #choosekind"
positive,  "@united thx for update"
positive,  "@united Wow. What a deal. Again, 30+ plus seats available. Easy change to make a customer happy."
positive,  "@united private jet would have been cool! Do does not work. I'll try again"
positive,  "@united has unrivalled access to #California with flights to the U.S. from 7 UK airports, with nonstop or one-stop connections year-round"
positive,  "@united kudos for not Cancelled Flightling flights from DFW this morning.   United usually first to panic..."
positive,  "@united another awesome new plane flight 1584 and extremely nice Captain Steve Connolly."
positive,  "@united Every United flight between Saipan and Guam is an adventure! You never know when @CapeAir's old plane will be operational  :) "
positive,  "@united Thank you for the cheese platter and abundance of entertainment options. Time just flew by."
positive,  "@united Definitely a compliment! I really thought my bag was lost after it was sent on to another airport. In the end I am a happy customer"
positive,  "@united thanx so much. You followed through and emailed me a $1000 ticket voucher. #unitedairlines they do care"
positive,  "@united this will definitely be a trip to remember EWR-STI second of the season, first on seat 35A because it pays to be loyal!"
positive,  "@united you are one great airline  <3 "
positive,  "“@united: @MelanieSpring We'll see what we can do. ^KN” We are running! Most of this plane is running. Thanks for the help!"
positive,  "@united flight ua3576, gate b1. And tell ray I somehow made it on to the 736 flight out of IAH and didn't have to wait for the 917 one.  :) "
positive,  "@united But thanks for asking"
positive,  "@united you too!"
positive,  "@united is my favorite airline."
positive,  "@united man I can't wait to book my ticket now! Thanks JP you're a life sabe"
positive,  "@united not just refunded, but for those of us who are on vacation to get a free room night to make up for making us sleep in DIA"
positive,  "@united Thanks for the reminder. It's been a fun ride. http://t.co/pPVA4Rch9f"
positive,  "@united Terrific. Many thanks. Looking forward to being back on UA tomorrow. Had a great flight up to Vancouver."
positive,  "@united despite shaky connections, looks like I'll get home tonight. Great job, @united - was touch and go for a while.."
positive,  "@united thank you."
positive,  "@united thanks we'll be in touch!"
positive,  "@united Thanks to Karen Salisbury at IAH for amazing customer service!  Found my daughter's bag lost on UA1516.  Made her day!"
positive,  "@united I left my comment with customer care. Thanks for contacting me."
positive,  "Yes!! Thanks so much!!!  <3 “@united: @whitterbug We see you spoke with our Reservations team and they've reinstated the flight. Thanks. ^EY”"
positive,  "@united These are great fares!!!!!"
positive,  "@United THANK U! Secured room for the night Thx to VERY helpful customer service rep N. Dorns.. I thanked her.. Can u 2? #goodenoughmother"
positive,  "@united thank you. I flew into Newark from Vail/Eagle."
positive,  "@united @reebok @rockinwellness @ Denver International Airport https://t.co/tKVmHBkeC3"
positive,  "@united Thank you for responding so quickly with a helpful tool! @dustyob"
positive,  "@united Thank you. Took care of everything and made it right. That's the experience I'm used to. Opened the app to find flight changed."
positive,  "@united that's exactly the point. It fits. I'm premier access. Boarding group 2. This was a return ticket. I've been doing this for 15 yrs"
positive,  "@united Thank you!"
positive,  "@united My favorite way to travel! Thank you! http://t.co/vGN2X1ckg0"
positive,  "@united thank you"
positive,  "@united Pleased to be a Premier Platinum"
positive,  "Thank you “@united: @TRUU_Tall I can certainly take a look. Please follow and DM me your confirmation number for assistance. ^JH”"
positive,  "@united ok. I just submitted. Thanks for the opportunity to give feedback."
positive,  "@united Big thanks to Ms. Winston for assisting me over the phone with a baggage claim issue today. She really went the extra mile!"
positive,  "@united Ok thank again for your help!"
positive,  "@united flight 1491...plane from SFO to DEN is basically on time."
positive,  "@united Please than Robin at EWR Premiere Desk for helping me get on a an earlier flight. She did the work.  Huge thanks."
positive,  "@united that would help! or how about integrate it into the App so I can just activate it and surf..."
positive,  "@united thank YOU for your kindness. Your agents went above "
positive,  "@united ok thx!"
positive,  "@united counter agents at RDU deserve a medal. #thankyou"
positive,  "@united that's brilliant Thankyou so much. Is it classed as part of carryon?"
positive,  "@united thank you for listening to my compliant and doing the right thing. I appreciate you working with me"
positive,  "@united @JMS2802 : outsource it all United Airlines...your customers  are just loving you for it. Outsource. Outsource. Outsource."
positive,  "@united Thank you! You need to follow back tho otherwise I can't DM you. X"
positive,  "@united Just sent! Thanks  :) "
positive,  "@united would love help getting there today. In #EWR now. Will take any airline and connections. Thx"
positive,  "@united thank you!"
positive,  "@united just confirmed a seat! Crisis averted! Beers won't be missed now"
positive,  "@united Understood and thanks! I should have tried reaching out sooner."
positive,  "@united The DEN b44 agent (9:30am) was amazing. The MPAgent at check in? She sucks. @seanMFmadden @PeterStraubMMA @jmercadoMMA @TonySimsMMA"
positive,  "@united Thanks!"
positive,  "@united been solved,  they finally picked up the second time I called,  thanks for the response JH!  7:21 to dulles works!"
positive,  "@united love the new 1st class breakfast!"
positive,  "@united flew from sdf to ATL to Tampa on Delta. Left early. Arrived early. Crew helpful. Wifi worked!!"
positive,  "@United I'd like to thank and recognize Terri P at Dulles for going out of her way to get me back on my Raleigh flight"
positive,  "@united Was able to send the DM. All good now."
positive,  "@united have Michelle at T1 ORD train your other staff on how to treat customers. A refreshing pleasure to deal with."
positive,  "@united thanks for the upgrade today great way to start my week! Cc: @CiscoJimFrench @cobedien"
positive,  "@united I am impressed with your super-fast reply to @CGJase"
positive,  "@united the staff was rather efficient and got us solutions just freaked me out a little being in limbo in the air."
positive,  "@united I wanna be ride United airline! I love airplane"
positive,  "@united you're my early frontrunner for best airline! #oscars2016"
positive,  "@united will do. Thanks for the help. Cheers"
positive,  "@united he is so excellent and so reliable  :)  #happycustomer"
positive,  "@united it was delivered! Thank you for making sure it arrived at my doorstep!"
positive,  "“@united: Looking for a reason to travel? #quote http://t.co/GGuIg3t28z”"
positive,  "@united thank you!"
positive,  "@united I was sincerely thanking the pilot of flight 4461 of braving the snow and getting me home amongst many other Cancelled Flightlations."
positive,  "@united Thanks! LOL! #UA6259 will wait for us. Per @flightaware, same tail number as #UA5525  :) "
positive,  "@united bummer but thank you for the quick response"
positive,  "@United Wanted to compliment ur phone agent Jeanette for reFlight Booking Problems RDU to SEA thru SFO after connecting flight thru EWR was Cancelled Flightled."
positive,  "@united social media team is on point on #OscarNight  :) "
positive,  "@united thank you for following up!"
positive,  "@united Denver baggage handlers you totally impressed us today. Our lungs barely made the run to connect but our bags had no problem! #DEN"
positive,  "@united thanks, it was my first time in a United lounge and felt welcomed."
positive,  "@united can Cancelled Flight my flight anytime if this is where they keep me for the night.. http://t.co/avRTOWTyzk"
positive,  "@united Resolved. Over hour of work on  ground "
positive,  "@united you have a guy named Otis at ORD that knows what #customerservice is. he was able to get my bag to me. I upgraded just to be sure"
positive,  "@united you all do a wonderful job today. Got my wife, daughter, and myself from PGH to Orlando after out flight was delayed luggage and all"
positive,  "@united nope. Even better there were 4 seats. And due to W"
positive,  "@united look at this beauty ;-) dc-10 united airlines ;-) Hope you like this beauty ;-) http://t.co/NS1aCFqCdQ"
positive,  "@united I trust you enough to put my coat in my checked bag!"
positive,  "@united thanks gate agent extraordinaire Seau Fong for helping me get re-booked out of Boise and (hopefully) home to NYC sometime tonight!"
positive,  "@united Thank y'all for being an amazing airline who knows how to treat their customers. you guys rock!"
positive,  "@united nope all set. Thx for checking."
positive,  "@united I should be fine. They automatically changed my connecting flight for me so I wouldn't miss it. A+ work."
positive,  "@united thx off the response, finally got through the 45 min wait and talked to someone."
positive,  "@united Thx, just DM'd. Conf #'s MQXC64 ; MPWNC2. Any help appreciated"
positive,  "@united great flight into PVD. Smallest plane I have ever been on and smoothest landing ever!"
positive,  "@united Thanks so much , my passport was recovered"
positive,  "@united thanks. Just got on a couple of minutes ago. Great service on flight 479 btw. Please pass it to the team on that flight."
positive,  "@united your agents (and service) on my weekend trip have been AMAZING!!! Thank you!!"
positive,  "@united will do. Just need to get CVG.... and my bag too. Thanks"
positive,  "@united This is probably the least dependable airline in the Western Hemisphere. @united does not belong in Star Alliance, but SkyTeam"
positive,  "@united amazing hospitality and helpfulness from Anthony Lastella. Great staff  :)  :)  :)  def flying #united again."
positive,  "@united just touched down in Miami - not too far off , Nicely done united  :) "
positive,  "@united it was very comfortable, now waiting for our luggage"
positive,  "@united finally got through and they were very helpful. Appreciate it!"
positive,  "@united Nicole at Quito airport took great care of us this week. Handled lost baggage, seat changes. Very professional/nice. Pat her back."
positive,  "@united thanks for leaving our 3 year old in his own row flight 360 LAX-IAD"
positive,  "@united thank you"
positive,  "Very quick! TY. @united: @auciello I am sorry to hear this. Can you please follow and DM me the details of what transpired? ^JH"
positive,  "@united just did! Thank you!"
positive,  "@united thank you!"
positive,  "@united Thank you but the person in Houston could only get me a flight routing through Newark, NJ and I'm going to SFO"
positive,  "@united My bag reference ID number is IND43728M. Thanks for looking at it."
positive,  "@united met with agent. All taken care of. Thx for reply"
positive,  "@united @suntoshi I still like you united airlines"
positive,  "@united thanks for the epic service on 863- always a pleasure- outstanding crew http://t.co/trqlpeinzW"
positive,  "@united Life goal: complete check"
positive,  "@united Just sent a DM. Thank you for the acknowledgment."
positive,  "@united thank you! Much appreciation for your help."
positive,  "@united such a relaxing space for a drink before my flight! (at @United Global First Lounge) https://t.co/j4cj0lrF2d http://t.co/dTLGUQ1kAk"
positive,  "@united What a really GREAT "
positive,  "@united 732 from Denver. We just boarded! Fingers crossed we get into the air!!!"
positive,  "@united Thanks for the upgrade- please try to get my company to approve more business class travel."
positive,  "@united Hubby made it by the skin of his teeth!    :) "
positive,  "@united thank you! Excited to be working with you guys!"
positive,  "@united tonight you made this Fred Flintstone happy with an upgrade to 1st class. http://t.co/gKgKZLAwpR"
positive,  "@united that's great! pls let me know when u start!"
positive,  "@united thanks ... not sure arranged move to the earlier flight but I'm at the gate with a seat assignment.  Super nice agent at gate C4 ORD"
positive,  "@united I see. Thanks for explaining."
positive,  "@united After an hour+ wait, my issue is resolved. I did contact customer service to comment on the wait time. Thanks for contacting me."
positive,  "@united Yes, they did. Must have fixed the broken ramp. Thanks!"
positive,  "@united thanks"
positive,  "@united Kurt and the crew on UA1745 were amazing today. They made my son's birthday with their kindness. Hope to fly with them again soon!"
positive,  "@united as a million miler with UA, and flying almost every week I observe gate and flight crews committed to good operations"
positive,  "@united thank you for compensating us for our 4 lost bags. We will fly with you again! #UnitedAirlines"
positive,  "@united I JUST ASKED MY BOYFRIEND TO PROM OVER THE LOUDSPEAKER ON FLIGHT 494 HE SAID YES!!!! BEST DAY EVER!!! THANK U SO MUCH!!!!!!"
positive,  "So appreciated! @united"
positive,  "@united Hmmm...seems like this could be something to be changed to be more #flyerfriendly."
positive,  "@united No problem just follow me back so I can! Thank you!"
positive,  "@united Rhonda C. at Atlanta airport redeemed you guys. She got us straightened out."
positive,  "@united Hi there, looks like my connection is delayed too so I'll make it. Thanks!"
positive,  "@united thanks for the reply.  If you can get me a better seat on my next leg to Munich. That would be nice."
positive,  "@united thank you for taking care of my mom and reFlight Booking Problems her flight in phl."
positive,  "@united 1632 was phenomenal frm gate (SEA) to gate (IAD)"
positive,  ".@united Thanks. Hopefully this is easily resolved."
positive,  "@united gave me a smile today, with a Zero Award... ;-) Computers have some sense of humour :-) http://t.co/JNqNbk7HuT"
positive,  "@united All flights Cancelled Flighted  :(  Trip refunded without difficulty, staff extremely helpful, no complaints! Way to handle bad weather!"
positive,  "@united thank you for the help!!"
positive,  "@united Wasn't frustrating! Well, not in any way reLate Flightd to y'all, anyway. Impressed that I made it."
positive,  "@united oh, the Wi-Fi router is on top of the fuselage! ;)"
positive,  "@united thank you."
positive,  "@united will the kudos to capt. Herman be relayed to his chief pilot or should I be emailing someone?"
positive,  "@united good job at CLE .. TPA on schedule ... 4 to 5 inches of snow ! http://t.co/9tbsJquw41"
positive,  "@united is #ELP Friendly. #flyerfriendly #united #emb145 #elpaso http://t.co/9mEOzBO4xl"
positive,  "@united stellar customer service. You have earned my business by your attention to detail."
positive,  "@united service by staff was great as usual. Cleanliness and smells a bit much. I'll be back. #satisfied traveler"
positive,  "Hey @united you've upgraded me on a 10 hour International flight. I forgive you :-) thank you!"
positive,  "@united yes to more food! Add some gluten free options while you're at it"
positive,  "@united They held the plane! Made it!!"
positive,  "@united I hope so too  :) "
positive,  ".@united This flight attendant was extremely helpful to a woman who had a hard time walking. Very touching!"
positive,  "@united Brian at SFO customer service deserves a raise, gave me extra meal voucher and a good joke to cheer me up after flight delay. #FTW"
positive,  "@united Thank you! Have a nice evening."
positive,  "@united No thanks.  Took care of it when I called"
positive,  "@united kept me watching the safety video for the first time in forever. Nice job  :) ."
positive,  "@united Thank you so much for your help with my birthday trip! Tickets are confirmed! :-)"
positive,  "@united thank you."
positive,  "@united Great landing in Denver, next Rapid City. Snow starting to fall...Florida Everglades is a faint sunburn away...here comes the cold!"
positive,  "@united Looking forward to flying with you guys as well !!"
positive,  "@united Bag was finally delivered and intact. Thanks for your assistance."
positive,  "@united Don't know her last name, but Karen at your call center is terrific.  Friendly, helpful.  Terrific representative. Kudos."
positive,  "@united thank you! Good service, safe flight... 1/2 way home!"
positive,  "@united Both flights went great and improved my view of your airline, cheers! Flight attendents on UA1022 deserve a raise"
positive,  "@united I may not hit any new status this year, but I’ve flown several times this year and have tried to book with y’all every time!"
positive,  "@united I just received notification of in-flight Wi-Fi for UA863 from @flySFO to @SydneyAirport. Amazing!"
positive,  "@united give her the recognition she deserves!"
positive,  "@united she's the type of person that can make a customers day! I fly 100+ times a year "
positive,  "@united you suck. @SouthwestAir you're the best."
positive,  "@united Thank You"
positive,  "@united Gate Agent Alavera is amazing"
positive,  "@united wins top marks for customer service via Twitter. They turned a poor experience into a positive. Many thanks for the effort!  :) "
positive,  "@United flight experiences R often frustrating, but 2day on UA5184 from CHI to WPG flight attendant April was #amazing! She's 1 of the best!"
positive,  "“@united: @BattierCCIpuppy Your puppy is so cute. We look forward to having both of you on board. Thanks for the high five. ^EY”  :)  :) "
positive,  "@united thanks for moving my dad on to my my mom's flight. You helped make his birthday start with #FriendlyFriday Awesomeness! 4 paws up!"
positive,  "“@united: @d_goodspeed We will follow up with our Maintenance team. Thanks for the tweet. ^KP” THANK YOU!  United Cares!"
positive,  "@united thank you.. Appreciate the response"
positive,  "@united perfect! That works! Thank you!"
positive,  "@united thanks"
positive,  "@united Thanks!"
positive,  "@united thanks for prompt response.  Another hour to enjoy vacation! Perhaps a bug in the app as it still shows 2:55."
positive,  "@united Baggage check in and in flight crew the friendliest ever Flight#417 ogg to Lax !!!"
positive,  "@united Thank you for your offer! All sorted out :-)"
positive,  "@united I think this is the best first class I have ever gotten!!  Denver to LAX and it's wonderful!!!"
positive,  "@united well played, ^LO."
positive,  "@united a big thanks to ^MN and ^KN or patiently clarifying the United domestic world to me."
positive,  "@united thank you so much, that helps a ton. Whoever is on this Twitter acct today deserves a handshake and a hot chocoLate Flight. #problemsolvers"
positive,  "@united can't wait!!! 787!!! @tpallini http://t.co/oDlall5eDH"
positive,  "@united love being told you would issue a refund when you couldn't get us out of the way of a hurricane to have it denied"
positive,  "@united thnx!"
positive,  "@united Aw, thanks for the kind words. Totally makes these extra 6 hours sitting in an airport SOOOO much better."
positive,  "@united good fly!! #United #businessFirst"
positive,  "@united Thanks! Just DMed HN."
positive,  "@united enjoyed #heathrow lounge so much i almost missed my @airnzusa flight!"
positive,  "@united Hi, flight 1051. If I try and book a new one way,  flight departure shows up as 3:55pm which seems accurate."
positive,  "@united Please send me the link/email to formally compliment Irene in SLC on some of the best customer service ever. #PaxEx"
positive,  "@united thnx ^LO :-)"
positive,  "@united in spite of flight delay great customer service provided by Janet and baggage employee Karen. You have 2 wonderful employees United."
positive,  "@united always makes our cross country flights rad. @hemispheresmag here's baby flier Charlotte! #8thtime5MonthsOld http://t.co/kCqnwIXUCm"
positive,  "@united flt 912. Capt Herman is amazing! Came out before flight to play ask the captain anything. Wonderful ambassador to the airline!!"
positive,  "@united  Thank you for a wonderful global first class flight on your 777 to FRA. Great service. (cont) http://t.co/46n9kDcsxU"
positive,  "Thank you United! “@united: @dan_roam That's a beautiful place to stay a day longer. Have you been re-booked? If not, let me know. ^MN”"
positive,  "@united maybe on my return trip  :) "
positive,  "@united I especially like how you upgraded three of your crew members to first class instead of passengers. #keepitclassy #customerservice"
positive,  "@united you guys are awesome! Thanks!"
positive,  "@united  Great customer service again. Thanks!"
positive,  "@united thanks, that would be awesome."
positive,  "@united nawww. United is my fave airline."
positive,  "@united  4 reFlight Booking Problemss in last 2 days and each time united wait time was &lt"
positive,  "@united sent you my confirmation via DM. Thank you very much"
positive,  "@united that would be great - 1k us651621"
positive,  "@united just got my lost Kindle in the mail! Thanks again."
positive,  "@united Leaving soon. Thanks!"
positive,  "@united got it right with the safety demonstration! Corporate but funny, reserved but NOT CORNY  as a… http://t.co/lwOtKIEKGU"
positive,  "@united thanks for the reply. I have been in contact with Customer Care to get clarification on this issue."
positive,  "@united thanks for the help. Wish the phone reps could be so accomidating"
positive,  "@united I'll stick with my United flight. Thanks, though. Effort is much appreciated."
positive,  "@united Fair enough. I don't usually rant, but it's good to know someone's listening.  :) "
positive,  "@united we were able to get on the moon flight! Just got to our hotel in Puerto Rico! Thank you!"
positive,  "@united @annricord Great! Appreciate it :) "
positive,  "@united I was well taken care of, thanks. I've already been sent a survey request ; I'll share my positive experience (despite delay)"
positive,  "@united thanks! Everything a-ok now."
positive,  "@united DM sent. Thanks so much for the strong customer service!!"
positive,  "@united ok thanks. I sent you a DM too. You can disregard that."
positive,  "@united So excited I was put on an earlier flight to get home! Woo Hoo! #travel "
positive,  "@united perfect! Thank you!"
positive,  "@united has the best pilots ever Thank you guys for the great trip #thatisall"
positive,  "@united thanks for making sure they hear the message!"
positive,  "@United  my home for the next 8.5 hrs. 777 GFC!  :)  http://t.co/MKpoGNntYC"
positive,  "@united kind of cool to run into your boss man at SFO. http://t.co/bm9O2K5X5J"
positive,  "@United Global First Class Lounge ORD menu. Yummy! http://t.co/egKvFoKogj"
positive,  "@united pleasantly surprised with quality of service and flight.Flew LGA-CLE-DEN. Friendly crew. Love the concept of #byod #worksnicely"
positive,  "@united thank you. I will address it with them"
positive,  "@United  great way to start my vacation with an on time departure! Looking forward to my global first class suite!"
positive,  "@united Thank you for responding so promptly! I look forward to the 240 kms drive to the office to file a claim."
positive,  "@united that would be great"
positive,  "@united flt 1583 EWR to SFO excellent service. Friendly flight attendants. made the 6AM flight a very good start to the day."
positive,  "@united Joni did a great job on flight 5653 to LAX. Thanks for a great flight."
positive,  "@united So far so good. Just stepped down in Denver. Next Stop Portland!"
positive,  "@united #OrthoDoc on-call to in-flight! Glad to have been of service!"
positive,  "@united flight attendant regains karma by giving big sweaty dad cold water. Guy was running "
positive,  "@united I just want shout out a thank the pilots and staff on the Feb 13 flight from Newark to Boston at 4:40pm.  They were super helpful!"
positive,  "@united Keep the flights cheap and early/on time and you are good. Flew @AmericanAir  and Cancelled Flightled my flight 4 times last month. United&gt"
positive,  "@united message sent. Thank you!"
positive,  "@united followed and messaged. Thanks so much for the help."
positive,  "@united Thank you!!  :) "
positive,  "@united thanks for the quick reply! I just fill in the form #idnumber8569822 #hopetogetanswersoon"
positive,  "@united thank you! My second flight I already got bumped up to 1st! Love it!"
positive,  "@united all goods, I'll call tomorrow, thanks."
positive,  "@united did I win  :) "
positive,  "@united flight to RSW tonight -me "
positive,  "@united Okay, thank you for your help  :) "
positive,  "@united thanks"
positive,  "@united no worries - after everyone boarded, the cushions were brought in. Took a while, but they made it here."
positive,  "@united yes #LHRT2 lounge is fantastic, if only the US ones could be remotely similar!"
positive,  "@united Thanks, I will!"
positive,  "@united we had a wonderful flight attendant named Leah that was with us from lga to den, then den to anchorage!"
positive,  "@united landing in anchorage, then on our way to fairbanks! http://t.co/FjkvQMbmaS"
positive,  "@united "
positive,  "@united great. Looking forward to your response to my DM then"
positive,  "@united thank you for getting our daughter home when @americanair Cancelled Flightled all their flights to Nashville"
positive,  "@united @parryaftab done thnx"
positive,  "@united #1007 Houston-Bogota boarding again, safety first, it seems the mechanics fixed the problem faster, good energy to fly home/family"
positive,  "@united they are all -pilots, FA and ground personnel doing a great job. Weather is to blame... Who do I talk to about that  :) "
positive,  "@united Will have to try standby in Denver tonight or will have to Cancelled Flight father son trip till next year. Thx for trying."
positive,  "@united thank you! Love united!! Have 4 flights today!"
positive,  "@united Just did, thanks for checking!  :) "
positive,  "@united can I just go ahead and live in your premium cabins? I'm in heaven now en route to LHR"
